nombre,url,gif_url,tipo_ejercicio,grupo_muscular,musculos_involucrados,equipamiento,dificultad_actual,dificultad_maxima,instrucciones
Press Militar Declinado en Pronación en Máquina,https://fitcron.com/exercise/press-militar-declinado-en-pronacion-en-maquina-deltoides/,https://fitcron.com/wp-content/uploads/2021/04/41741301-Lever-Reverse-Shoulder-Press-plate-loaded_Shoulders_720.gif,Fuerza,Hombro,"Trapecio, Deltoides",Máquina,2,3,"[""Sentado con el pecho apoyado en el respaldo inclinado, coge los agarres con las manos en pronación (palmas hacia delante)."",""Levanta los soportes hacia arriba estirando bien los brazos y vuelve a bajar de forma controlada.""]"
Press Militar en Polea,https://fitcron.com/exercise/press-militar-en-polea-deltoides/,https://fitcron.com/wp-content/uploads/2021/04/02191301-Cable-Shoulder-Press_Shoulders_720.gif,Fuerza,Hombro,"Trapecio, Deltoides",Polea,1,3,"[""De pie entre dos poleas con la espalda recta y las piernas a la anchura de los hombros, coge una polea baja con cada mano y ponlas a los lados de la cabeza con los brazos flexionados y con agarre en pronación (palmas hacia delante)."",""Levanta las manos hacia arriba estirando bien los brazos y vuelve a bajar de forma controlada.""]"
Press Militar en Pronación con Mancuernas,https://fitcron.com/exercise/press-militar-en-pronacion-con-mancuernas-deltoides/,https://fitcron.com/wp-content/uploads/2021/04/04261301-Dumbbell-Standing-Overhead-Press_shoulder_720.gif,Fuerza,Hombro,"Trapecio, Deltoides",Mancuernas,2,3,"[""De pie con la espalda recta y las piernas a la anchura de los hombros, coge una mancuerna con cada mano y ponlas a los lados de la cabeza con los brazos flexionados y con agarre en pronación (palmas hacia abajo)."",""Levanta las mancuernas hacia arriba estirando bien los brazos y vuelve a bajar de forma controlada.""]"
Press Militar en Pronación en Máquina,https://fitcron.com/exercise/press-militar-en-pronacion-en-maquina-deltoides/,https://fitcron.com/wp-content/uploads/2021/04/14541103-Lever-Seated-Shoulder-Press_Shoulders_720.gif,Fuerza,Hombro,"Trapecio, Deltoides",Máquina,1,3,"[""Sentado con la espalda apoyada, coge los agarres con las manos en pronación (palmas hacia delante)."",""Levanta los soportes hacia arriba estirando bien los brazos y vuelve a bajar de forma controlada.""]"
Press Militar en Supinación con Barra Z,https://fitcron.com/exercise/press-militar-en-supinacion-con-barra-z-deltoides/,https://fitcron.com/wp-content/uploads/2021/04/12261301-EZ-Bar-Standing-Overhead-Press_Shoulders_720.gif,Fuerza,Hombro,"Trapecio, Deltoides",Barra Z,2,3,"[""De pie con las piernas separadas y la espalda recta, coge una barra z por delante del cuerpo con las manos en supinación (palmas hacia delante) a la anchura de los hombros."",""Levanta la barra hasta arriba del pecho volteando los brazos (las palmas que queden hacia el cuerpo)."",""Sube la barra estirando bien los brazos y vuelve a bajar de forma controlada.""]"
Press Militar en Supinación con Mancuernas,https://fitcron.com/exercise/press-militar-en-supinacion-con-mancuernas-deltoides/,https://fitcron.com/wp-content/uploads/2021/04/42371301-Dumbbell-Seated-Close-Grip-Press_Shoulders_720.gif,Fuerza,Hombro,"Trapecio, Deltoides","Banco Inclinable, Mancuernas",2,3,"[""Sentado en un banco con el respaldo recto, coge una mancuerna con cada mano y ponlas frente al pecho con los codos flexionados y con agarre en supinación (palmas hacia el cuerpo)."",""Levanta las mancuernas hacia arriba estirando bien los brazos y vuelve a bajar de forma controlada.""]"
Press Militar Inclinado en Pronación en Máquina,https://fitcron.com/exercise/press-militar-inclinado-en-pronacion-en-maquina-deltoides/,https://fitcron.com/wp-content/uploads/2021/04/08691301-Lever-Shoulder-Press-plate-loaded-II_Shoulders_720.gif,Fuerza,Hombro,"Trapecio, Deltoides",Máquina,2,3,"[""Sentado con la espalda apoyada y el respaldo inclinado, coge los agarres con las manos en pronación (palmas hacia delante)."",""Levanta los soportes hacia arriba estirando bien los brazos y vuelve a bajar de forma controlada.""]"
Press Militar Inclinado Neutro en Máquina,https://fitcron.com/exercise/press-militar-inclinado-neutro-en-maquina-deltoides/,https://fitcron.com/wp-content/uploads/2021/04/11951301-Lever-Incline-Hammer-Chest-Press_Chest_720.gif,Fuerza,Hombro,"Trapecio, Deltoides",Máquina,2,3,"[""Sentado con la espalda apoyada y el respaldo inclinado, coge los agarres con las manos neutras (palmas hacia el interior)."",""Levanta los soportes hacia arriba estirando bien los brazos y vuelve a bajar de forma controlada.""]"
Press Militar Libre,https://fitcron.com/exercise/press-militar-libre-deltoides/,https://fitcron.com/wp-content/uploads/2021/04/04711301-Handstand-Push-Up_Shoulders_720.gif,Fuerza,Hombro,"Trapecio, Deltoides",Ninguno,3,3,"[""Apoya las manos en el suelo cerca de la pared a la anchura de los hombros, y como si fuese a hacer el pino, de un impulso ponte totalmente cabeza abajo, con los pies apoyados arriba de la pared."",""Flexiona los brazos y estira de nuevo totalmente levantando tu peso corporal.""]"
Press Militar Libre entre Bancos,https://fitcron.com/exercise/press-militar-libre-entre-bancos-deltoides/,https://fitcron.com/wp-content/uploads/2021/04/39161301-Handstand-Shoulder-Press-with-Wall-between-benches_Shoulders_720.gif,Fuerza,Hombro,"Trapecio, Deltoides",Banco Plano,3,3,"[""Pon dos bancos perpendiculares a una pared, paralelos entre ellos y separados a una anchura algo mayor a la de tus hombros."",""Apoya una mano en el extremo de cada banco y de un impulso ponte totalmente cabeza abajo, con los pies apoyados arriba de la pared."",""Flexiona los brazos y estira de nuevo totalmente levantando tu peso corporal.""]"
Press Militar Mixto con Barra,https://fitcron.com/exercise/press-militar-mixto-con-barra-deltoides/,https://fitcron.com/wp-content/uploads/2021/04/01051301-Barbell-Standing-Bradford-Press_Shoulders_720.gif,Fuerza,Hombro,"Trapecio, Deltoides",Barra Larga,2,3,"[""De pie con las piernas separadas y la espalda recta, coge una barra por delante del cuerpo con las manos en pronación (palmas hacia atrás) a Una anchura algo mayor a la de los hombros."",""Levanta la barra hasta arriba del pecho volteando los brazos (las palmas que queden hacia delante)."",""Sube la barra estirando bien los brazos y baja por detrás de la cabeza (no demasiado para evitar lesiones)."",""Vuelve a subir la barra y baja por delante de la cabeza.""]"
Press Militar Neutro Alterno en Polea,https://fitcron.com/exercise/press-militar-neutro-alterno-en-polea-deltoides/,https://fitcron.com/wp-content/uploads/2021/04/01481301-Cable-Alternate-Shoulder-Press_Shoulders_720.gif,Fuerza,Hombro,"Trapecio, Deltoides",Polea,2,3,"[""De pie entre dos poleas con la espalda recta y las piernas a la anchura de los hombros, coge una polea baja con cada mano y ponlas a los lados de la cabeza con los brazos flexionados y con agarre neutro (palmas hacia dentro)."",""Levanta una mano hacia arriba estirando bien el brazo y vuelve a bajar de forma controlada mientras subes el otro.""]"
Press Militar Neutro con Mancuernas,https://fitcron.com/exercise/press-militar-neutro-con-mancuernas-deltoides/,https://fitcron.com/wp-content/uploads/2021/04/04271301-Dumbbell-Standing-Palms-In-Press_Shoulders_720.gif,Fuerza,Hombro,"Trapecio, Deltoides",Mancuernas,2,3,"[""De pie con la espalda recta y las piernas ligeramente separadas, coge una mancuerna con cada mano y ponlas frente a los hombros con los codos flexionados y con agarre neutro (palmas hacia dentro)."",""Levanta las mancuernas hacia arriba estirando bien los brazos y vuelve a bajar de forma controlada.""]"
Press Militar Neutro en Máquina,https://fitcron.com/exercise/press-militar-neutro-en-maquina-deltoides/,https://fitcron.com/wp-content/uploads/2021/04/29621301-Lever-Seated-Hammer-Grip-Shoulder-Press_Shoulder_720.gif,Fuerza,Hombro,"Trapecio, Deltoides",Máquina,1,3,"[""Sentado con la espalda apoyada, coge los agarres con las manos neutras (palmas hacia el interior)."",""Levanta los soportes hacia arriba estirando bien los brazos y vuelve a bajar de forma controlada.""]"
Press Militar Trasero con Bandas,https://fitcron.com/exercise/press-militar-trasero-con-bandas-deltoides/,https://fitcron.com/wp-content/uploads/2021/04/14991301-Band-Behind-Neck-Shoulder-Press_Shoulders_720.gif,Fuerza,Hombro,"Trapecio, Deltoides",Bandas,1,3,"[""De pie con la espalda recta y las piernas a la anchura de los hombros, coge un extremo de la banda con cada mano, poniéndolas a los lados de la cabeza con los brazos flexionados y con agarre en pronación (palmas hacia delante)."",""Estira bien los brazos por detrás de la cabeza y vuelve a bajar de forma controlada.""]"
Press Militar Trasero con Barra,https://fitcron.com/exercise/press-militar-trasero-con-barra-deltoides/,https://fitcron.com/wp-content/uploads/2021/04/07881301-Standing-Behind-Neck-Press_Shoulders_720.gif,Fuerza,Hombro,"Trapecio, Deltoides",Barra Larga,2,3,"[""De pie con las piernas separadas y la espalda recta, coge una barra por delante del cuerpo con las manos en pronación (palmas hacia atrás) a una anchura superior a la de los hombros."",""Levanta la barra volteando los brazos (las palmas que queden hacia delante)."",""Sube la barra estirando bien los brazos y desciende de forma controlada tras la cabeza.""]"
Press Scott con Mancuernas,https://fitcron.com/exercise/press-scott-con-mancuernas-deltoides/,https://fitcron.com/wp-content/uploads/2021/04/23971301-Dumbbell-Scott-Press_Shoulders_720.gif,Fuerza,Hombro,"Trapecio, Deltoides",Mancuernas,2,3,"[""Coge un par de mancuernas y coloca tus brazos como si fueses a hacer un Press Arnold."",""Es decir, los codos delante de tu pecho flexionados un poco menos de 90 grados con las palmas de las manos enfrentadas."",""Eleva las mancuernas haciendo un arco y llevándolas hacia atrás hasta una altura que no supere las 3/4 partes de un press normal."",""El la parte mas alta del movimiento tienes que mantener tu dedo meñique a una altura mayor que el pulgar, con eso conseguiremos mas tensión en los deltoides y menos en los tríceps que ahora no nos interesa trabajar."",""Vuelve al punto de inicio y repite.""]"
Press Svend,https://fitcron.com/exercise/press-svend-pectoral/,https://fitcron.com/wp-content/uploads/2021/03/08561301-Weighted-Svend-Press_Chest_720.gif,Fuerza,Pecho,"Pectoral, Tríceps",Otro,2,3,"[""Nos colocaremos rectos, con los pies a la anchura de los hombros y el torso recto."",""Con el disco apretado con fuerza, lanzaremos nuestros brazos al frente, sin permitir que éste se mueva en ningún momento."",""Es la presión ejercida en el mismo y el peso del objeto hará que nuestros músculos trabajen."",""Una vez que lleguemos a casi extender los brazos, volveremos a la posición inicial.""]"
Puente Lateral,https://fitcron.com/exercise/puente-lateral/,https://fitcron.com/wp-content/uploads/2024/05/07051301-Side-Bridge-II_waist_720.gif,Fuerza,Abdomen,"Abdomen, Oblicuos",Ninguno,3,3,"[""Desde una posición de lado, apóyate en el antebrazo y el lateral del pie, manteniendo el cuerpo en línea recta desde la cabeza hasta los pies."",""Mantén el abdomen contraído y el cuerpo en posición recta, evitando que las caderas se hundan o se eleven hacia arriba."",""Desciende lentamente la cadera flexionando los oblicuos y vuelve a la posición inicial, manteniendo esta posición durante el tiempo deseado."",""Tras varias repeticiones, cambia de lado."",""Este ejercicio fortalece los músculos laterales del core y mejora la estabilidad de la parte media del cuerpo.""]"
Puente Lateral con Abducción de Cadera,https://fitcron.com/exercise/puente-lateral-con-abduccion-de-cadera/,https://fitcron.com/wp-content/uploads/2024/05/17741301-Side-Bridge-Hip-Abduction_Hips_720.gif,Fuerza,Abdomen,"Abdomen, Oblicuos, Glúteo",Ninguno,3,3,"[""Desde una posición de lado, apóyate en el antebrazo y el lateral del pie, manteniendo el cuerpo en línea recta desde la cabeza hasta los pies."",""Levanta la cadera hacia arriba formando una línea recta con el cuerpo."",""Mantén esta posición y luego eleva la pierna superior hacia arriba, separándola del cuerpo."",""Mantén la posición superior durante un momento y luego baja la pierna de forma controlada."",""Completa el número deseado de repeticiones en un lado y luego cambia de lado para trabajar el otro lado de las caderas."",""Este ejercicio fortalece los músculos de la cadera y el core, ayudando a mejorar la estabilidad y el equilibrio.""]"
Puente Lateral con Mancuerna,https://fitcron.com/exercise/plancha-lateral-con-mancuerna-abdomen/,https://fitcron.com/wp-content/uploads/2021/04/33371301-Dumbbell-Side-Bridge_Hips_720.gif,Fuerza,Abdomen,"Abdomen, Oblicuos",Mancuernas,2,3,"[""Tumbado de lado, apóyate en el suelo sobre el codo inferior y el lateral del pie."",""Levanta la cadera creando una línea recta entre los tobillos, las caderas y los hombros."",""Contrae los abdominales y los glúteos."",""Sostén una mancuerna con el brazo superior sobre la cadera para mayor dificultad.""]"
Puente Lateral Declinado,https://fitcron.com/exercise/plancha-lateral-declinada-abdomen/,https://fitcron.com/wp-content/uploads/2021/04/43341301-Side-Plank-Oblique-Crunch_Waist_720.gif,Fuerza,Abdomen,"Abdomen, Oblicuos",Banco Plano,3,3,"[""Túmbate de lado en el suelo."",""Apoya un antebrazo con el codo bajo el hombro y el otro brazo flexionado con la mano en el pecho, pon los pies juntos y súbelos sobre un banco."",""Luego eleva la cadera apoyando sólo el pie de abajo y el antebrazo, con las piernas rectas en línea con el torso."",""Al tratarse de un ejercicio isométrico, el esfuerzo se realiza al mantener la posición."",""Intenta aguantar el máximo de tiempo posible en esta posición.""]"
Puente Lateral Declinado Aislada,https://fitcron.com/exercise/plancha-lateral-declinada-aislada-abdomen/,https://fitcron.com/wp-content/uploads/2021/04/17751301-Side-Plank-Hip-Adduction_Hips_720.gif,Fuerza,Abdomen,"Abdomen, Oblicuos",Banco Plano,3,3,"[""Túmbate de lado en el suelo."",""Apoya un antebrazo con el codo bajo el hombro y el otro brazo flexionado con la mano en el pecho, apoya el pie superior en un banco y el otro déjalo en el aire bajo este."",""Luego eleva la cadera, con las piernas rectas en línea con el torso."",""Al tratarse de un ejercicio isométrico, el esfuerzo se realiza al mantener la posición."",""Intenta aguantar el máximo de tiempo posible en esta posición.""]"
Pullover con Barra,https://fitcron.com/exercise/pullover-con-barra-pectoral/,https://fitcron.com/wp-content/uploads/2021/03/13161301-Barbell-Bent-Arm-Pullover_Back_720.gif,Fuerza,Pecho,"Tríceps, Pectoral","Banco Plano, Barra Larga",2,3,"[""Tumbado sobre un banco plano, agarra la barra con las manos a una anchura un poco mayor que los hombros, en pronación (palma de la mano hacia los pies)."",""Con los brazos estirados, llévalos hacia atrás de la cabeza."",""Una vez abajo, vuelve a subir la barra con los brazos extendidos sobre el pecho.""]"
Pullover con Barra Z,https://fitcron.com/exercise/pullover-con-barra-z-dorsal/,https://fitcron.com/wp-content/uploads/2021/04/30101301-EZ-Bar-Lying-Bent-Arms-Pullover_Back_720.gif,Fuerza,Espalda,"Dorsal, Trapecio, Bíceps","Banco Plano, Barra Z",2,3,"[""Tumbado sobre un banco plano, agarra la barra con las manos a la anchura de los hombros, en pronación (palma de la mano hacia los pies)."",""Con los brazos semi flexionados, llévalos hacia atrás de la cabeza."",""Una vez abajo, vuelve a subir la barra con los brazos sobre el pecho, manteniendo siempre la misma flexión de codos.""]"
Pullover con cuerda en Polea,https://fitcron.com/exercise/pullover-con-cuerda-en-polea-pectoral/,https://fitcron.com/wp-content/uploads/2021/03/01841301-Cable-Lying-Extension-Pullover-with-rope-attachment_Back_720.gif,Fuerza,Pecho,"Pectoral, Tríceps","Banco Plano, Polea",2,3,"[""Tumbado sobre un banco plano cercano a una polea baja, los brazos estirados hacia atrás por encima de la cabeza, agarramos la cuerda conectada a la polea."",""El movimiento consiste en realizar el ascenso de los brazos estirados hasta tener las manos frente al pecho."",""La inspiración se hace durante el descenso, la expiración durante el ascenso.""]"
Pullover con Mancuerna,https://fitcron.com/exercise/pullover-con-mancuerna-dorsal/,https://fitcron.com/wp-content/uploads/2021/04/04331301-Dumbbell-Straight-Arm-Pullover_Chest-FIX_720.gif,Fuerza,Espalda,"Dorsal, Trapecio, Bíceps","Banco Plano, Mancuernas",2,3,"[""Apoya la parte superior de la espalda sobre un banco plano, con las piernas flexionadas apoyadas en el suelo y la cadera hacia abajo."",""Coge una mancuerna con ambas manos con los dedos entrelazados."",""Estira los brazos con la mancuerna sobre el pecho."",""El movimiento consiste en realizar el descenso de los brazos estirados hasta tener la mancuerna tras la cabeza."",""Después vuelve a la posición inicial."",""La inspiración se hace durante el descenso, la expiración durante el ascenso.""]"
Pullover con Mancuerna,https://fitcron.com/exercise/pullover-con-mancuerna-pectoral/,https://fitcron.com/wp-content/uploads/2021/03/03751301-Dumbbell-Pullover_Chest_720.gif,Fuerza,Pecho,"Pectoral, Tríceps","Banco Plano, Mancuernas",2,3,"[""Apoya la parte superior de la espalda sobre un banco plano, con las piernas flexionadas apoyadas en el suelo y el cuerpo recto (no bajes el culo)."",""Coge una mancuerna con ambas manos con los dedos entrelazados."",""Estira los brazos con la mancuerna sobre el pecho."",""El movimiento consiste en realizar el descenso de los brazos estirados hasta tener la mancuerna tras la cabeza."",""Después vuelve a la posición inicial."",""La inspiración se hace durante el descenso, la expiración durante el ascenso.""]"
Pullover Declinado Cerrado con Barra,https://fitcron.com/exercise/pullover-declinado-cerrado-con-barra-pectoral/,https://fitcron.com/wp-content/uploads/2021/03/00341301-Barbell-Decline-Bent-Arm-Pullover_Back_720.gif,Fuerza,Pecho,"Tríceps, Pectoral","Banco Inclinable, Barra Larga",2,3,"[""Tumbado sobre un banco plano, agarra la barra con las manos casi juntas, en pronación (palma de la mano hacia los pies)."",""Con los brazos estirados, llévalos hacia atrás de la cabeza flexionándolos un poco."",""Una vez abajo, vuelve a subir la barra con los brazos extendidos al llegar sobre el pecho."",""Se puede hacer con barra z para que el agarre resulte más cómodo.""]"
Pullover Declinado con Barra,https://fitcron.com/exercise/pullover-declinado-con-barra-pectoral/,https://fitcron.com/wp-content/uploads/2021/03/00371301-Barbell-Decline-wide-grip-pullover_Back_720.gif,Fuerza,Pecho,"Tríceps, Pectoral","Banco Inclinable, Barra Larga",2,3,"[""Tumbado sobre un banco plano, agarra la barra con las manos a una anchura un poco mayor que los hombros, en pronación (palma de la mano hacia los pies)."",""Con los brazos estirados, llévalos hacia atrás de la cabeza."",""Una vez abajo, vuelve a subir la barra con los brazos extendidos sobre el pecho."",""Se puede hacer con barra z para que el agarre resulte más cómodo.""]"
Pullover Extenso con Mancuernas,https://fitcron.com/exercise/pullover-extenso-con-mancuernas-pectoral/,https://fitcron.com/wp-content/uploads/2021/03/02881301-Dumbbell-Around-Pullover_Chest_720.gif,Fuerza,Pecho,"Pectoral, Tríceps","Banco Plano, Mancuernas",2,3,"[""Tumbado hacia arriba en un banco plano, coge una mancuerna con cada mano con agarre en pronación (palmas hacia los pies)."",""Estira los brazos con las mancuernas sobre el pecho."",""Desciende los brazos estirados hacia atrás hasta tener la mancuerna tras la cabeza."",""Después, con los brazos estirados, lleva las mancuernas hasta las caderas pasando por encima del torso.""]"
Pulse Up,https://fitcron.com/exercise/pulse-up/,https://fitcron.com/wp-content/uploads/2024/05/34591301-Pulse-Up_Waist_720.gif,Fuerza,Abdomen,"Abdomen, Oblicuos, Cuádriceps",Ninguno,2,3,"[""Túmbate hacia arriba en el suelo y levanta las piernas hacia arriba manteniéndolas rectas."",""Coloca las manos debajo de las caderas para mayor apoyo."",""Eleva las caderas del suelo usando los músculos abdominales, y luego realiza un pequeño pulso hacia arriba, manteniendo el movimiento controlado."",""Desciende las caderas hacia el suelo sin tocarlo completamente y repite el movimiento."",""Este ejercicio trabaja los abdominales inferiores y puede mejorar la fuerza y la estabilidad del core.""]"
Remo Aislado con Barra,https://fitcron.com/exercise/remo-aislado-con-barra-dorsal/,https://fitcron.com/wp-content/uploads/2021/04/00641301-Barbell-One-Arm-Bent-over-Row_Back_720.gif,Fuerza,Espalda,"Dorsal, Trapecio, Bíceps",Barra Larga,1,3,"[""Agarra la barra paralela al cuerpo cerca de un extremo con una mano, flexiona ligeramente las rodillas con las piernas separadas e inclina el torso hacia delante."",""Ahora, mientras mantienes el torso inmóvil, coge aire mientras levantas la barra hasta llegar con la mano a la altura del abdomen, aguantando un segundo arriba."",""Después desciende de forma controlada."",""Mantén el codo cerca del cuerpo."",""Al terminar la serie cambia de brazo.""]"
Remo Aislado con Mancuerna,https://fitcron.com/exercise/remo-aislado-con-mancuerna-dorsal/,https://fitcron.com/wp-content/uploads/2021/04/02921301-Dumbbell-Bent-over-Row_back_Back_720.gif,Fuerza,Espalda,"Dorsal, Trapecio, Bíceps",Mancuernas,1,3,"[""Coge una mancuerna con una mano con agarre neutro (palma hacia el interior)."",""Inclina el cuerpo hacia delante casi paralelo al suelo."",""Puedes hacerlo de pie con las piernas separadas y apoyándote en algún sitio con la otra mano o sobre un banco, con la rodilla y brazo inversos al que sujeta la mancuerna apoyados sobre el banco."",""Estira el brazo hacia abajo y a continuación sube la mancuerna hasta llegar a la altura del abdomen, manteniendo el brazo pegado al cuerpo y sacando pecho al llegar arriba."",""Desciende lentamente y cambia de brazo al terminar la serie.""]"
Remo Aislado en Pronación en Máquina Smith,https://fitcron.com/exercise/remo-aislado-en-pronacion-en-maquina-smith-dorsal/,https://fitcron.com/wp-content/uploads/2021/04/13601301-Smith-One-Arm-Row_Back_720.gif,Fuerza,Espalda,"Dorsal, Trapecio, Bíceps",Máquina,2,3,"[""Agarra la barra con una mano en pronación a la anchura del hombro, flexiona ligeramente las rodillas con las piernas separadas e inclina el torso hacia delante."",""Ahora, mientras mantienes el torso inmóvil, coge aire mientras levantas la barra hasta llegar con la mano a la altura del abdomen, aguantando un segundo arriba."",""Después desciende de forma controlada."",""Al terminar la serie cambia de brazo.""]"
Remo Aislado en Punta,https://fitcron.com/exercise/remo-aislado-en-punta-dorsal/,https://fitcron.com/wp-content/uploads/2021/04/40381301-Landmine-One-Arm-Bent-Over-Row_Back_720.gif,Fuerza,Espalda,"Dorsal, Trapecio, Bíceps",Máquina,1,3,"[""Agarra la barra perpendicular al cuerpo cerca del extremo con una mano, flexiona ligeramente las rodillas con las piernas separadas e inclina el torso hacia delante."",""Ahora, mientras mantienes el torso inmóvil, coge aire mientras levantas la barra hasta llegar con la mano a la altura del abdomen, aguantando un segundo arriba."",""Después desciende de forma controlada."",""Al terminar la serie cambia de brazo.""]"
Remo Aislado Neutro en Máquina Smith,https://fitcron.com/exercise/remo-aislado-neutro-en-maquina-smith-dorsal/,https://fitcron.com/wp-content/uploads/2021/04/39451301-Smith-Single-Arm-Bent-Over-Row_Back_720.gif,Fuerza,Espalda,"Dorsal, Trapecio, Bíceps",Máquina,1,3,"[""Agarra la barra por el centro con una mano, flexiona ligeramente las rodillas con las piernas separadas e inclina el torso hacia delante."",""Ahora, mientras mantienes el torso inmóvil, coge aire mientras levantas la barra hasta llegar con la mano a la altura del abdomen, aguantando un segundo arriba."",""Después desciende de forma controlada."",""Mantén el codo cerca del cuerpo."",""Al terminar la serie cambia de brazo.""]"
Remo al mentón Cerrado con Barra Z,https://fitcron.com/exercise/remo-al-menton-cerrado-con-barra-z-deltoides/,https://fitcron.com/wp-content/uploads/2021/04/01201301-Barbell-Upright-Row_shoulder_720.gif,Fuerza,Hombro,"Trapecio, Deltoides",Barra Z,1,3,"[""De pie coge la barra con agarre en pronación, por la parte más interna de la barra z."",""Eleva la barra hacia el mentón pero sin llegar a tocarlo, sacando los codos, aguanta un segundo y vuelve a bajar de forma controlada."",""La espalda siempre recta y sin ningún tipo de balanceo corporal.""]"
Remo al mentón con Banda,https://fitcron.com/exercise/remo-al-menton-con-banda-deltoides/,https://fitcron.com/wp-content/uploads/2021/04/15001301-Band-Upright-Row-Under-two-feet_Shoulders_720.gif,Fuerza,Hombro,"Trapecio, Deltoides",Bandas,1,3,"[""De pie con la espalda recta y las piernas ligeramente separadas, coge los extremos de la banda con las manos en pronación (palmas hacia atrás) y ponlas delante del cuerpo."",""Eleva las manos hacia el mentón abriendo los codos lateralmente, aguanta un segundo y vuelve a bajar de forma controlada."",""La espalda siempre recta y sin ningún tipo de balanceo corporal.""]"
Remo al mentón con Barra,https://fitcron.com/exercise/remo-al-menton-con-barra-deltoides/,https://fitcron.com/wp-content/uploads/2021/04/01231301-Barbell-Wide-Grip-Upright-Row_Shoulders_720.gif,Fuerza,Hombro,"Trapecio, Deltoides",Barra Larga,2,3,"[""De pie coge la barra con agarre en pronación, con agarre algo más ancho de los hombros."",""Eleva la barra hacia el mentón pero sin llegar a tocarlo, aguanta un segundo y vuelve a bajar de forma controlada."",""La espalda siempre recta y sin ningún tipo de balanceo corporal.""]"
Remo al mentón con Mancuernas,https://fitcron.com/exercise/remo-al-menton-con-mancuernas-deltoides/,https://fitcron.com/wp-content/uploads/2021/04/04371301-Dumbbell-Upright-Row_shoulder_720.gif,Fuerza,Hombro,"Trapecio, Deltoides",Mancuernas,2,3,"[""De pie coge las mancuernas con agarre en pronación (palmas hacia atrás) por delante del cuerpo."",""Eleva las mancuernas hacia el mentón, aguanta un segundo y vuelve a bajar de forma controlada."",""La espalda siempre recta y sin ningún tipo de balanceo corporal.""]"
Remo al mentón en Polea,https://fitcron.com/exercise/remo-al-menton-en-polea-deltoides/,https://fitcron.com/wp-content/uploads/2021/04/02461301-Cable-Upright-Row_shoulder_720.gif,Fuerza,Hombro,"Trapecio, Deltoides",Polea,2,3,"[""De pie coge la barra con agarre en pronación, con agarre algo más ancho de los hombros."",""Eleva la barra hacia el mentón pero sin llegar a tocarlo, aguanta un segundo y vuelve a bajar de forma controlada."",""La espalda siempre recta y sin ningún tipo de balanceo corporal.""]"
Remo al mentón Horizontal en Polea,https://fitcron.com/exercise/remo-al-menton-horizontal-en-polea-deltoides/,https://fitcron.com/wp-content/uploads/2021/04/42251301-Cable-Lying-Upright-Row_Shoulders_720.gif,Fuerza,Hombro,"Trapecio, Deltoides",Polea,2,3,"[""Tumbado hacia arriba en el suelo con los pies cerca de la polea, coge la barra en pronación (palmas hacia abajo) a la anchura de los hombros."",""Eleva la barra hacia el mentón pero sin llegar a tocarlo, aguanta un segundo y vuelve a bajar de forma controlada."",""La espalda siempre recta y sin ningún tipo de balanceo corporal.""]"
Remo Colgado en Pronación,https://fitcron.com/exercise/remo-colgado-en-pronacion-dorsal/,https://fitcron.com/wp-content/uploads/2021/04/04991301-Inverted-Row_Back-FIX_720.gif,Fuerza,Espalda,"Dorsal, Trapecio, Bíceps",Otro,1,3,"[""Coloca una barra entre dos soportes a la altura aproximada de la cadera."",""Túmbate en el suelo y cuélgate de la barra estirando los brazos hasta que estén completamente rectos y con las manos en pronación (palmas hacia los pies) a la anchura de los hombros."",""Sube el cuerpo flexionando los codos y retrae las escápulas para elevar el cuerpo hacia arriba hasta que nuestro pecho entre en contacto con la barra."",""Vuelve a la posición original lentamente.""]"
Remo Colgado en Supinación,https://fitcron.com/exercise/remo-colgado-en-supinacion-dorsal/,https://fitcron.com/wp-content/uploads/2021/04/12231301-Underhand-Grip-Inverted-Back-Row_720.gif,Fuerza,Espalda,"Dorsal, Trapecio, Bíceps",Otro,1,3,"[""Coloca una barra entre dos soportes a la altura aproximada de la cadera."",""Túmbate en el suelo y cuélgate de la barra estirando los brazos hasta que estén completamente rectos y con las manos en supinación (palmas hacia la cabeza) a la anchura de los hombros."",""Sube el cuerpo flexionando los codos y retrae las escápulas para elevar el cuerpo hacia arriba hasta que nuestro pecho entre en contacto con la barra."",""Vuelve a la posición original lentamente.""]"
Remo con giro Aislado en Polea Baja,https://fitcron.com/exercise/remo-con-giro-aislado-en-polea-baja-dorsal/,https://fitcron.com/wp-content/uploads/2021/04/02441301-Cable-Twisting-Pull_Back_720.gif,Fuerza,Espalda,"Dorsal, Trapecio, Bíceps",Polea,3,3,"[""De pie con las piernas abiertas, flexionadas y una delante de otra, inclina el cuerpo hacia delante y con un brazo estirado al frente coge el agarre de la polea baja con la palma hacia abajo."",""Realiza la flexión del codo llevándolo hacia el costado y con un giro de muñeca quedando la palma hacia arriba."",""Vuelve a estirar suavemente."",""Al terminar la serie cambia de brazo.""]"
